image,A,B,C,D
ISIC_0010595.jpg,0.2,1.23,0.26,0.69
ISIC_0000999.jpg,0.27,11.18,0.17,0.63
ISIC_0013925.jpg,0.12,1.18,0.26,0.67
ISIC_0000550.jpg,0.15,3.24,0.25,0.71
ISIC_0012201.jpg,0.14,1.83,0.19,0.64
ISIC_0003462.jpg,0.08,1.19,0.2,0.68
ISIC_0010054.jpg,0.12,1.29,0.12,0.7
ISIC_0014667.jpg,0.09,1.75,0.13,0.59
ISIC_0015149.jpg,0.3,47.41,0.28,0.66
ISIC_0005000.jpg,0.11,5.09,0.13,0.66
ISIC_0010021.jpg,0.18,1.18,0.33,0.69
ISIC_0000547.jpg,0.32,1.5,0.15,0.7
ISIC_0012932.jpg,0.16,1.48,0.09,0.75
ISIC_0013242.jpg,0.18,1.2,0.2,0.66
ISIC_0000527.jpg,0.16,1.58,0.25,0.67
ISIC_0015951.jpg,0.26,7.85,0.2,0.66
ISIC_0009929.jpg,0.13,1.73,0.31,0.71
ISIC_0013090.jpg,0.2,1.78,0.14,0.63
ISIC_0014221.jpg,0.1,1.21,0.14,0.69
ISIC_0012682.jpg,0.11,1.64,0.25,0.69
ISIC_0014890.jpg,0.11,1.72,0.23,0.63
ISIC_0009980.jpg,0.27,1.18,0.26,0.78
ISIC_0012221.jpg,0.1,1.54,0.17,0.62
ISIC_0013568.jpg,0.22,1.91,0.25,0.68
ISIC_0012697.jpg,0.12,1.61,0.12,0.73
ISIC_0012282.jpg,0.21,1.82,0.04,0.68
ISIC_0015113.jpg,0.12,1.69,0.23,0.61
ISIC_0014898.jpg,0.14,1.94,0.27,0.69
ISIC_0000465.jpg,0.14,2.66,0.15,0.68
ISIC_0009930.jpg,0.17,2.29,0.26,0.75
ISIC_0012204.jpg,0.26,1.31,0.1,0.6
ISIC_0010455.jpg,0.1,1.33,0.24,0.81
ISIC_0010191.jpg,0.29,1.68,0.22,0.8
ISIC_0013461.jpg,0.04,1.18,0.08,0.65
ISIC_0014410.jpg,0.21,1.88,0.15,0.7
ISIC_0013335.jpg,0.16,1.9,0.1,0.61
ISIC_0013124.jpg,0.08,1.18,0.13,0.58
ISIC_0000390.jpg,0.16,1.33,0.39,0.76
ISIC_0014290.jpg,0.09,1.63,0.15,0.61
ISIC_0015614.jpg,0.5,53.03,0.22,0.7
ISIC_0013160.jpg,0.24,1.27,0.14,0.62
ISIC_0016015.jpg,0.14,1.16,0.19,0.63
ISIC_0010081.jpg,0.15,1.17,0.17,0.67
ISIC_0010240.jpg,0.33,6.16,0.14,0.64
ISIC_0013294.jpg,0.18,1.8,0.22,0.7
ISIC_0010002.jpg,0.08,1.18,0.11,0.67
ISIC_0015436.jpg,0.08,1.28,0.37,0.72
ISIC_0016035.jpg,0.15,1.2,0.05,0.78
ISIC_0013084.jpg,0.08,1.75,0.15,0.74
ISIC_0015412.jpg,0.12,1.21,0.29,0.71
ISIC_0013433.jpg,0.08,1.62,0.14,0.64
ISIC_0014862.jpg,0.34,69.53,0.24,0.78
ISIC_0012880.jpg,0.16,7.07,0.08,0.62
ISIC_0000511.jpg,0.38,6.02,0.17,0.75
ISIC_0016022.jpg,0.22,9.4,0.15,0.63
ISIC_0012683.jpg,0.18,1.45,0.23,0.74
ISIC_0011323.jpg,0.27,3.88,0.23,0.83
ISIC_0013369.jpg,0.23,4.91,0.11,0.66
ISIC_0000449.jpg,0.24,2.28,0.28,0.67
ISIC_0015156.jpg,0.45,98.89,0.19,0.76
ISIC_0014529.jpg,0.14,1.58,0.17,0.64
ISIC_0016037.jpg,0.11,1.26,0.07,0.72
ISIC_0015978.jpg,0.11,1.18,0.09,0.64
ISIC_0013738.jpg,0.21,9.74,0.17,0.64
ISIC_0000298.jpg,0.18,7.38,0.17,0.64
ISIC_0013487.jpg,0.27,3.68,0.23,0.77
ISIC_0012659.jpg,0.13,1.55,0.13,0.72
ISIC_0014311.jpg,0.22,1.89,0.16,0.64
ISIC_0009934.jpg,0.22,1.37,0.22,0.77
ISIC_0014506.jpg,0.06,1.2,0.09,0.66
ISIC_0000439.jpg,0.19,1.21,0.29,0.61
ISIC_0000339.jpg,0.08,1.15,0.19,0.65
ISIC_0014624.jpg,0.35,2.02,0.22,0.72
ISIC_0015140.jpg,0.13,35.17,0.18,0.78
ISIC_0001131.jpg,0.4,1.73,0.38,0.69
ISIC_0014792.jpg,0.13,11.94,0.18,0.63
ISIC_0014518.jpg,0.09,1.22,0.18,0.7
ISIC_0015947.jpg,0.12,1.23,0.14,0.66
ISIC_0001181.jpg,0.39,8.28,0.08,0.63
ISIC_0015607.jpg,0.34,1.74,0.2,0.64
ISIC_0010228.jpg,0.25,1.23,0.26,0.88
ISIC_0001148.jpg,0.28,3.43,0.2,0.58
ISIC_0012823.jpg,0.16,1.66,0.26,0.67
ISIC_0002438.jpg,0.25,6.03,0.16,0.64
ISIC_0014860.jpg,0.24,1.51,0.29,0.62
ISIC_0013490.jpg,0.14,1.93,0.13,0.69
ISIC_0013585.jpg,0.37,2.6,0.09,0.68
ISIC_0013617.jpg,0.21,1.32,0.15,0.68
ISIC_0010562.jpg,0.08,1.15,0.21,0.64
ISIC_0013187.jpg,0.15,1.85,0.1,0.71
ISIC_0015057.jpg,0.11,1.19,0.27,0.65
ISIC_0013721.jpg,0.08,1.21,0.09,0.66
ISIC_0011341.jpg,0.22,3.13,0.35,0.67
ISIC_0013203.jpg,0.1,1.17,0.1,0.66
ISIC_0000009.jpg,0.19,2.46,0.2,0.7
ISIC_0014133.jpg,0.14,1.73,0.15,0.68
ISIC_0000204.jpg,0.16,1.22,0.38,0.69
ISIC_0010212.jpg,0.25,3.86,0.2,0.72
ISIC_0013910.jpg,0.26,1.58,0.18,0.71
ISIC_0000436.jpg,0.06,1.17,0.21,0.71
ISIC_0013227.jpg,0.21,1.73,0.08,0.64
ISIC_0000265.jpg,0.33,1.35,0.2,0.64
ISIC_0013970.jpg,0.15,1.66,0.22,0.7
ISIC_0010585.jpg,0.23,3.03,0.28,0.59
ISIC_0000113.jpg,0.09,1.15,0.15,0.67
ISIC_0015973.jpg,0.09,1.17,0.15,0.71
ISIC_0010344.jpg,0.25,3.49,0.17,0.7
ISIC_0010038.jpg,0.23,1.21,0.21,0.75
ISIC_0014808.jpg,0.18,1.83,0.31,0.65
ISIC_0013958.jpg,0.44,1.58,0.21,0.66
ISIC_0013197.jpg,0.22,1.67,0.16,0.71
ISIC_0014249.jpg,0.41,2.64,0.17,0.71
ISIC_0000357.jpg,0.17,1.28,0.36,0.61
ISIC_0000212.jpg,0.11,1.18,0.38,0.78
ISIC_0000380.jpg,0.18,1.49,0.3,0.7
ISIC_0013070.jpg,0.34,4.29,0.15,0.65
ISIC_0014291.jpg,0.11,1.25,0.15,0.65
ISIC_0011112.jpg,0.16,1.21,0.34,0.77
ISIC_0011361.jpg,0.22,1.31,0.3,0.9
ISIC_0012228.jpg,0.11,1.22,0.11,0.66
ISIC_0015995.jpg,0.14,1.36,0.19,0.64
ISIC_0011366.jpg,0.16,1.19,0.2,0.66
ISIC_0011402.jpg,0.39,1.33,0.26,0.64
ISIC_0010239.jpg,0.22,1.17,0.23,0.7
ISIC_0000044.jpg,0.11,2.14,0.29,0.68
ISIC_0013837.jpg,0.15,1.55,0.26,0.67
ISIC_0012303.jpg,0.07,1.57,0.18,0.7
ISIC_0013946.jpg,0.31,1.39,0.08,0.65
ISIC_0012897.jpg,0.2,1.77,0.14,0.66
ISIC_0014157.jpg,0.44,2.37,0.08,0.66
ISIC_0007760.jpg,0.05,1.14,0.12,0.6
ISIC_0012969.jpg,0.12,1.25,0.18,0.69
ISIC_0000253.jpg,0.22,2.45,0.2,0.68
ISIC_0014728.jpg,0.08,16.37,0.22,0.67
ISIC_0014507.jpg,0.28,1.94,0.13,0.71
ISIC_0014619.jpg,0.11,1.18,0.11,0.68
ISIC_0014735.jpg,0.15,1.67,0.29,0.76
ISIC_0016013.jpg,0.05,1.19,0.15,0.67
ISIC_0012879.jpg,0.15,1.76,0.25,0.71
ISIC_0000315.jpg,0.16,1.24,0.25,0.64
ISIC_0011327.jpg,0.09,1.5,0.29,0.73
ISIC_0014386.jpg,0.13,1.19,0.13,0.69
ISIC_0014845.jpg,0.1,1.69,0.34,0.68
ISIC_0014657.jpg,0.16,1.7,0.25,0.69
ISIC_0001105.jpg,0.11,1.2,0.21,0.65
ISIC_0012250.jpg,0.08,1.6,0.09,0.67
ISIC_0015981.jpg,0.16,4.14,0.15,0.68
